text,retweets,replies,likes,quotes,created_at,vader_score,vader_label,tblob_score,tblob_label,top1_mood,top2_mood,top3_mood
Every death &amp; Ecocide from #ClimateCollapse is caused by the Greed of the people @shell ⁦@exxonmobil⁩ ⁦@bp_plc⁩ @chevron @aramco ⁦@GazpromEN⁩ ⁦@TotalEnergies⁩ The Climate Courts cannot come soon enough for these #ClimateCriminals ! https://t.co/frwfdYeFdT,2,0,4,0,2022-07-16 20:59:28+00:00,-0.784,neg,0.0,neu,INSPIRED,AMUSED,ANGRY
Why are @bp_UK @Shell @Esso_GB @Morrisons @asda still fleecing the British public over the price of a litre of fuel. Yesterday the price of a barrel dipped under $100 yet prices at the pumps were still the same. #FuelPrices #barrelofoil #fuelripoff #PetrolPrice https://t.co/gafsstWUiz,0,0,0,0,2022-07-16 20:42:24+00:00,0.0,neu,0.0,neu,SAD,INSPIRED,ANGRY
"Down with Shell, BP, Pemex et al. Oh, and have a water-based ice cream. We must cut meat &amp; diary consumption, especially in the West. https://t.co/V7KxxAWkvG",0,0,5,0,2022-07-16 20:13:03+00:00,-0.2732,neg,-0.07777777777777779,neg,AMUSED,INSPIRED,DONT_CARE
"@OrangeFreddyG the constituition needs major renovation no doubt
and,
climate change is real, 
if only peeps like bp and shell knew this, maybe they'd stop censoring inexpensive alternative fuel-source engine patents. they can't be blacklisting them deliberately, right?",0,1,1,0,2022-07-16 19:52:46+00:00,-0.5267,neg,0.11607142857142856,neu,INSPIRED,ANGRY,AMUSED
@WstrnPriorities @Shell @exxonmobil @bp_America @Chevron @conocophillips Meanwhile people are blaming President Biden. It would take a federal law to restrain the big oil companies; &amp; you can't get the GOP to agree on changing their socks.🧦,0,0,1,0,2022-07-16 19:50:33+00:00,-0.1779,neg,0.0,neu,ANGRY,AMUSED,ANNOYED
@Shell @Chevron @exxonmobil @bp_America lead our planet into climate catastrophe. https://t.co/FuDMTW2CSF,0,0,0,0,2022-07-16 19:20:03+00:00,-0.6597,neg,0.0,neu,INSPIRED,AFRAID,AMUSED
"@newsmax @DanielCohenTV Hey @bp_America , @exxonmobil , @Shell_USA  and any other ""Gas Station "" owners.  Now would be a great time to show this joke of a president that he is blaming the wrong people.",0,0,1,0,2022-07-16 18:58:17+00:00,0.0772,neu,0.05833333333333335,neu,AMUSED,INSPIRED,ANGRY
"@steve_hanke @exxonmobil @conocophillips @bp_America @Shell 
Can't you get braindead @potus in line? Pump more North American crude. Tu tambien inutil @Pemex y Petrobras. for fukk sake man.
useless and retarded @VP @KamalaHarris over here..",0,0,1,0,2022-07-16 18:50:50+00:00,-0.8876,neg,-0.3,neg,AMUSED,INSPIRED,ANNOYED
"@News24 @Fin24 As things stand, we could be down to one refinery. I speak under correction. 

BP and Shell are looking for a buyer.

Engen is converting its Durban refinery into a terminal.

PetroSA’s is suffering from a lack of feedstock, but only produces 5% of SA's fuel requirements. https://t.co/CSHYTjwx7S https://t.co/jEJlMgCWud",4,0,13,1,2022-07-16 18:44:37+00:00,-0.4019,neg,-0.07777777777777779,neg,INSPIRED,ANGRY,AMUSED
"@meqanasty it’s an epic fleecing by the rich and corporations that world change can be enacted through individual responsibility. sure, i do all those things, but i’m under no delusion that me separating my garbage undoes an iota of damage wrought by exxon, amazon, shell, bp, lockheed, etc",0,1,1,0,2022-07-16 18:32:35+00:00,-0.4767,neg,0.24375,pos,INSPIRED,ANGRY,ANNOYED
@StansaidAirport @AuthorKimberley Pfffft I don’t even listen to advice like that from doctors so I seriously doubt Shell or BP are going to persuade me 🤷‍♂️,0,0,1,0,2022-07-16 18:21:09+00:00,-0.3653,neg,-0.3333333333333333,neg,INSPIRED,AMUSED,ANNOYED
"@SteveDavis21069 @mikepompeo Hundreds of permits have been issued over the last decade. It’s up to the oil companies THEMSELVES to amp up production &amp; “ease” gas prices. Call Shell, BP &amp; Exxon if you’re so inclined.
Don’t think I didn’t see you’re retired in Alaska. How’s the drilling going up there?",0,1,1,0,2022-07-16 17:51:52+00:00,0.0,neu,0.0,neu,AMUSED,INSPIRED,ANNOYED
Saving on fuel right now is a huge issue My local @tesco got insanely greedy (as Ive stated before) &amp; r charging 4p more per litre than anywhere else in area including shell &amp; BP Its been like this for weeks now Just really annoying me now def put me off them for life #tescofuel,0,0,0,0,2022-07-16 17:25:02+00:00,-0.1263,neg,-0.10238095238095239,neg,AMUSED,INSPIRED,ANNOYED
"Each of the UK's 4 biggest oil companies (BP, Shell, Chevron and ExxonMobil) have published their own supposed #climate plans aiming to reach #NetZero by 2050 - but how serious about these targets are they really? 
https://t.co/WNPdNidsJS https://t.co/oU1YSMX5nt",0,0,2,1,2022-07-16 17:00:38+00:00,-0.1027,neg,0.15555555555555556,neu,INSPIRED,ANGRY,AMUSED
@CNBCMiddleEast @_HadleyGamble What about hypocrisy by BP or shell who are investing in solar.,0,0,0,0,2022-07-16 16:43:33+00:00,0.0,neu,0.0,neu,INSPIRED,DONT_CARE,ANNOYED
